,text,timestamp,clean_text,pred_sadness
397,"1st spring of the decade of 2020 forecast: 
CORONAVIRUS",2020-03-20 23:56:07,"1st spring of the decade of 2020 forecast: 
CORONAVIRUS",0
398,"Agree or disagree? #Coronavirus: Sorry, but #WorkingFromHome is Overrated via ?@nytimes? (I  #WFH but agree that I miss the socialization of an office job.)https://www.nytimes.com/2020/03/10/technology/working-from-home.html …",2020-03-10 23:44:50,"Agree or disagree? #Coronavirus: Sorry, but #WorkingFromHome is Overrated via ?? (I  #WFH but agree that I miss the socialization of an office job.)",1
399,Lindsey looks sick. I think the coronavirus got to him,2020-03-17 23:57:50,Lindsey looks sick. I think the coronavirus got to him,1
400,"Oh crap, coronavirus has caught Ted Cruz!",2020-03-08 23:58:14,"Oh crap, coronavirus has caught Ted Cruz!",0
401," ILLINOIS 

Never let a crises go to waste for these evil bastards 

Illinois Mayor Signs EO Allowing Her to Ban Guns…to Combat Wuhan Coronavirus?

https://www.redstate.com/bonchie/2020/03/13/illinois-mayor-signs-eo-to-ban-guns...to-combat-wuhan-coronavirus …",2020-03-13 23:45:11," ILLINOIS 

Never let a crises go to waste for these evil bastards 

Illinois Mayor Signs EO Allowing Her to Ban Guns…to Combat Wuhan Coronavirus?

",0
402,Coronavirus isn’t stopping trade between Russia & China — RT Business News https://www.rt.com/business/483468-china-russia-trade-coronavirus/ …,2020-03-19 23:52:24,Coronavirus isn’t stopping trade between Russia & China — RT Business News ,0
403,Now is the time for bold action to ensure the health of imprisoned people by all who have power in the federal criminal justice system: 1st fed inmate tests positive for coronavirus in Brooklyn https://apnews.com/ec49cc7f4d1b00bc5010dfb6d935e042 …,2020-03-21 23:59:58,Now is the time for bold action to ensure the health of imprisoned people by all who have power in the federal criminal justice system: 1st fed inmate tests positive for coronavirus in Brooklyn ,0
404,That hasn’t been updated they are really surprised with the treatments of coronavirus. Also as you can see the flu is treated with rest and fluids... the same thing as this. Other things just help with symptoms ,2020-03-10 23:57:31,That hasn’t been updated they are really surprised with the treatments of coronavirus. Also as you can see the flu is treated with rest and fluids... the same thing as this. Other things just help with symptoms ,0
405,"Prayers for President Trump and all those helping to contain the Coronavirus.  May our Lord Bless you, your family and all those assisting you.  May He also Bless America.",2020-03-17 23:54:53,"Prayers for President Trump and all those helping to contain the Coronavirus.  May our Lord Bless you, your family and all those assisting you.  May He also Bless America.",0
406,This coronavirus is really exposing you mofos & y’all bad hygiene.,2020-03-09 23:46:55,This coronavirus is really exposing you mofos & y’all bad hygiene.,1
407,It’s the coronavirus’s world and we’re just living in it.,2020-03-13 23:43:40,It’s the coronavirus’s world and we’re just living in it.,1
408,"From US sanctions killing Iranians to a gig economy driven by deliberate precarity of workers to a healthcare system designed to punish the poor to mass incarceration, Coronavirus is the blacklight Dateline used to expose seedy motels but for capitalism and empire. https://twitter.com/sarahlazare/status/1238127903327608832 …",2020-03-12 23:55:58,"From US sanctions killing Iranians to a gig economy driven by deliberate precarity of workers to a healthcare system designed to punish the poor to mass incarceration, Coronavirus is the blacklight Dateline used to expose seedy motels but for capitalism and empire. ",1
409,"Happening in Hong Kong too... ""An elderly #HongKong man who contracted the coronavirus on the #DiamondPrincess cruise ship, who was treated in Japan and cured has tested positive again after his return to the city""https://news.rthk.hk/rthk/en/component/k2/1514473-20200314.htm …",2020-03-14 23:50:27,"Happening in Hong Kong too... ""An elderly #HongKong man who contracted the coronavirus on the #DiamondPrincess cruise ship, who was treated in Japan and cured has tested positive again after his return to the city""",0
410,"I have one for the Corona Virus Gods. 

Take this clown as a sacrifice. https://twitter.com/SheriffClarke/status/1239336564334960642 …",2020-03-15 23:52:53,"I have one for the Corona Virus Gods. 

Take this clown as a sacrifice. ",1
411,Coronavirus? Coronashit. You think im scared of something thats million times smaller than me? Look at those guns.,2020-03-13 23:48:29,Coronavirus? Coronashit. You think im scared of something thats million times smaller than me? Look at those guns.,0
412,"Going the (minimum) distance

Photo ovocrank 

#hamont #steeltownstreets #hamiltonphotographer #bus #coronavirus #covid19 #socialdistancing #city #urban #scene #downtown #newworld #neworder #newnormal #street… https://www.instagram.com/p/B-GGD9AHmmC/?igshid=1mbaml7pvs42y …",2020-03-23 23:51:08,"Going the (minimum) distance

Photo ovocrank 

#hamont #steeltownstreets #hamiltonphotographer #bus #coronavirus #covid19 #socialdistancing #city #urban #scene #downtown #newworld #neworder #newnormal #street… ",0
413,Why the hell are we running out of toilet paper!?!! This is insane  #COVID2019,2020-03-09 23:49:14,Why the hell are we running out of toilet paper!?!! This is insane  #COVID2019,0
414,Coronavirus goes after cruise ships and Ted Cruz. Coincidence?,2020-03-09 23:51:54,Coronavirus goes after cruise ships and Ted Cruz. Coincidence?,0
415,Two Drugs Allowed By F.D.A for 'Compassionate Use' to Treat the Coronavirus https://youtu.be/Ud4TAQof2jI  via @YouTube,2020-03-21 23:46:39,Two Drugs Allowed By F.D.A for 'Compassionate Use' to Treat the Coronavirus  via ,0
416,.@11Miami is suspending operations until further notice. #coronavirus pic.twitter.com/6BAlq3vYAR,2020-03-12 23:56:01,. is suspending operations until further notice. #coronavirus pic.twitter.com/6BAlq3vYAR,0
417,Remember when you sold millions in stock when you found out how bad coronavirus was going to be? https://twitter.com/SenatorLoeffler/status/1241861479692992512 …,2020-03-22 23:57:41,Remember when you sold millions in stock when you found out how bad coronavirus was going to be? ,1
418,"This event happened in Oct. 2019 in NYC.

201 Event :The Planned Coronavirus Pandemic https://youtu.be/PCF_AoenybE  via @YouTube",2020-03-23 23:59:16,"This event happened in Oct. 2019 in NYC.

201 Event :The Planned Coronavirus Pandemic  via ",0
419,"Coronavirus Media Overload.
Take a break this weekend.
Turn off the news and tune into nature or whatever turns you on.
Take time to pray for others and appreciate the the most important parts of your life: your family, your friends and your faith. 
Catch you on Monday, maybe. https://twitter.com/DanRather/status/1241432407217016832 …pic.twitter.com/aHLJvmS27K",2020-03-21 23:51:31,"Coronavirus Media Overload.
Take a break this weekend.
Turn off the news and tune into nature or whatever turns you on.
Take time to pray for others and appreciate the the most important parts of your life: your family, your friends and your faith. 
Catch you on Monday, maybe. ",1
420,"This ad for ‘come and mingle and bring a friend to play centre’ keeps coming up, in amongst the coronavirus news about social distancing etc pic.twitter.com/Lb7FJ2QXsf",2020-03-19 23:57:54,"This ad for ‘come and mingle and bring a friend to play centre’ keeps coming up, in amongst the coronavirus news about social distancing etc pic.twitter.com/Lb7FJ2QXsf",0
421,“this coronavirus food” people dtm fr ,2020-03-16 23:54:36,“this coronavirus food” people dtm fr ,0
422,"Kobe died, Brady left the Pats and Corona Virus. Is 2020 even real?",2020-03-17 23:55:41,"Kobe died, Brady left the Pats and Corona Virus. Is 2020 even real?",1
423,Washing your hands is the thoughts and prayers of the corona virus  https://twitter.com/Ejiketion/status/1238464849694404611 …,2020-03-13 23:59:25,Washing your hands is the thoughts and prayers of the corona virus  ,1
424,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",2020-03-22 23:57:08,"We stand by Italy during these trying times. Share your Support for our Italian friends, They are our colleagues, friends and family. Cari amici, siamo con voi. #COVID19 #WeStandWithItaly",0
425,"Thank fuck we got Brexit done, where would you fit all this Coronavirus news #Coincidence",2020-03-09 23:59:13,"Thank fuck we got Brexit done, where would you fit all this Coronavirus news #Coincidence",0
426,#CzechRepublic #Czech #hospital #healthcare #ransomware #COVID #covid2019 #cybersec #cybersecurity #infosechttps://www.zdnet.com/article/czech-hospital-hit-by-cyber-attack-while-in-the-midst-of-a-covid-19-outbreak/ …,2020-03-13 23:47:23,#CzechRepublic #Czech #hospital #healthcare #ransomware #COVID #covid2019 #cybersec #cybersecurity #infosec,0
427,"For Trump, Coronavirus Proves to Be an Enemy He Can’t Tweet Away https://news.yahoo.com/trump-coronavirus-proves-enemy-cant-121123555.html?soc_src=community&soc_trk=tw … via @Yahoo",2020-03-09 23:58:40,"For Trump, Coronavirus Proves to Be an Enemy He Can’t Tweet Away  via ",0
428,Can the power of #prayer alone stop a pandemic like the #Coronavirus? #Maroc #Coronavirusmaroc #COVID19francehttps://www.newsweek.com/prophet-prayer-muhammad-covid-19-coronavirus-1492798?amp=1&__twitter_impression=true&fbclid=IwAR3Imbi5ROw-oFqGJg9RXyoBX0O9v84bqFMZGWsTbZ07Ry5wU-0S-q_FitM …,2020-03-20 23:50:56,Can the power of #prayer alone stop a pandemic like the #Coronavirus? #Maroc #Coronavirusmaroc #COVID19france,0
429,Has there been a change in homicide rates in the last month?? #coronavirus,2020-03-21 23:49:39,Has there been a change in homicide rates in the last month?? #coronavirus,1
430,"ORDENELE A @numasc QUE SUELTE EL AGUA PARA LAS COMUNIDADES, PORQUE HABLANDO DE CORONAVIRUS LA HIGIENE Y EL LAVARSE FRECUENTEMENTE LAS MANOS ES PRIORIDAD! EN QUIBOR TENGO MAS DE 70 DIAS SIN AGUA Y EL CISTERNA LO VENDEN EN 20 DOLARES SABIA?",2020-03-14 23:56:52,"ORDENELE A  QUE SUELTE EL AGUA PARA LAS COMUNIDADES, PORQUE HABLANDO DE CORONAVIRUS LA HIGIENE Y EL LAVARSE FRECUENTEMENTE LAS MANOS ES PRIORIDAD! EN QUIBOR TENGO MAS DE 70 DIAS SIN AGUA Y EL CISTERNA LO VENDEN EN 20 DOLARES SABIA?",0
431,This video is so informative about #covid19! https://twitter.com/recoil/status/1239459791388307456 …,2020-03-16 23:56:45,This video is so informative about #covid19! ,0
432,This is big.... #coronavirus #wwe #wrestlemania #covid_19 #stayhome #staystrong #staythefuckhome We will have entertainment #. https://www.instagram.com/p/B90FStKpw5Y/?igshid=1fuj731r5i7xo …,2020-03-16 23:58:05,This is big.... #coronavirus #wwe #wrestlemania #covid_19 #stayhome #staystrong #staythefuckhome We will have entertainment #. ,0
433,"In CA, my first day of extreme social distancing. 
Worth it: 

1 person w/ Covid-19 can start 1024 cases in 30 days. 

1024 people w/Covid-19 can start 1,048,576 cases in 30 days. 

#COVID19 rate can double every 3 days

#StayHome 

1x30 days = 1024
1024x30 days = 1,048,576",2020-03-17 23:55:40,"In CA, my first day of extreme social distancing. 
Worth it: 

1 person w/ Covid-19 can start 1024 cases in 30 days. 

1024 people w/Covid-19 can start 1,048,576 cases in 30 days. 

#COVID19 rate can double every 3 days

#StayHome 

1x30 days = 1024
1024x30 days = 1,048,576",0
434,L.A. Phil’s former associate conductor Mirga Grazinyte-Tyla tests positive for the coronavirus http://dlvr.it/RRxr0h https://tmblr.co/ZnyAQyY0lz3kSm00 …,2020-03-15 23:58:06,L.A. Phil’s former associate conductor Mirga Grazinyte-Tyla tests positive for the coronavirus ,0
435,A lot of misinformation is spreading about the coronavirus. Here are the facts. https://thetandd.com/news/national/not-real-news-roundup-sorting-out-false-coronavirus-claims/collection_894ca6e2-c63a-5c13-a8b2-3f538e50cd97.html?utm_medium=social&utm_source=twitter_TheTandD …,2020-03-13 23:47:04,A lot of misinformation is spreading about the coronavirus. Here are the facts. ,0
436,"“The Coronavirus Is Killing Iranians. So Are Trump’s Brutal Sanctions.”

My latest piece for ?@theintercept? on how Trump and co don’t even have the compassion that Bush & Cheney showed in 2003 after the Bam earthquake. 

Pls do read, RT, share:https://theintercept.com/2020/03/17/coronavirus-iran-sanctions/ …",2020-03-17 23:51:40,"“The Coronavirus Is Killing Iranians. So Are Trump’s Brutal Sanctions.”

My latest piece for ?? on how Trump and co don’t even have the compassion that Bush & Cheney showed in 2003 after the Bam earthquake. 

Pls do read, RT, share:",0
437,the corona virus ain't vampire virus adohhh  https://twitter.com/rafidah72/status/1238384966301388800 …,2020-03-13 23:50:36,the corona virus ain't vampire virus adohhh  ,0
438,Coronavirus: People urged not to visit Highlands to flee virus https://www.bbc.co.uk/news/uk-scotland-highlands-islands-51990534 …,2020-03-21 23:57:31,Coronavirus: People urged not to visit Highlands to flee virus ,1
439,"Nah, it's not okay. Coronavirus should of happened over Father's day instead. https://twitter.com/poetscorneruk/status/1239953045628358658 …",2020-03-18 23:58:27,"Nah, it's not okay. Coronavirus should of happened over Father's day instead. ",1
440,"That's what we're talking about -- N95 Mask Breakthrough at Boston Children's #residents #residency #surgeons #covid19
http://ow.ly/o17350yTJ5t ",2020-03-23 23:57:06,"That's what we're talking about -- N95 Mask Breakthrough at Boston Children's #residents #residency #surgeons #covid19
",0
441,"Understanding things will get worse than they get better with the corona virus, so everyone please be careful and wash your hands as much as you can. Might stick to working out at home for sometime after everything calms down.",2020-03-11 23:49:48,"Understanding things will get worse than they get better with the corona virus, so everyone please be careful and wash your hands as much as you can. Might stick to working out at home for sometime after everything calms down.",1
442,Man Stuck In Coronavirus Lockdown Uses Drone To Walk His Dog https://kfiam640.iheart.com/content/2020-03-20-man-stuck-in-coronavirus-lockdown-uses-drone-to-walk-his-dog/ …,2020-03-22 23:53:13,Man Stuck In Coronavirus Lockdown Uses Drone To Walk His Dog ,1
443,You state “ we need to take measures to protect American Asian citizens against any backlash. YOU were the first person to refer to Coronavirus as CHINESE VIRUS. Are you still referring to Covid-19 as Chinese Virus..Continuing to divide our county..Shame.,2020-03-23 23:53:24,You state “ we need to take measures to protect American Asian citizens against any backlash. YOU were the first person to refer to Coronavirus as CHINESE VIRUS. Are you still referring to Covid-19 as Chinese Virus..Continuing to divide our county..Shame.,1
444,maybe coronavirus is the adequate response to global warming / climate change,2020-03-17 23:54:22,maybe coronavirus is the adequate response to global warming / climate change,0
445,"Your colleague Senator @RandPaul swam in the Senate swimming pool while awaiting his (positive) test results for #coronavirus , so ...",2020-03-22 23:52:09,"Your colleague Senator  swam in the Senate swimming pool while awaiting his (positive) test results for #coronavirus , so ...",0
446,Again. #coronavirus pic.twitter.com/2GsdrPtyd5,2020-03-19 23:57:06,Again. #coronavirus pic.twitter.com/2GsdrPtyd5,0
447,"RT @pbcsd: Tune into @WPBF25News at 
8 pm for an update on #coronavirus.
@SuptFennoy and @DavidMKerner will explain plans underway in our County and our schools.",2020-03-11 23:59:56,"RT : Tune into  at 
8 pm for an update on #coronavirus.
 and  will explain plans underway in our County and our schools.",0
448,Looks like snap tested positive for Coronavirus aswell,2020-03-21 23:52:05,Looks like snap tested positive for Coronavirus aswell,0
449,"Paul,
You're not even in sync with Trump. He said Dems who questioned his handling of the coronavirus threat was the ""hoax,"" NOT the virus itself. He accused Dems of politicizing the virus.

He also said the media is in ""hysteria mode.""

Here's the video:

https://youtu.be/G5TZ6fTYrsE ",2020-03-09 23:55:37,"Paul,
You're not even in sync with Trump. He said Dems who questioned his handling of the coronavirus threat was the ""hoax,"" NOT the virus itself. He accused Dems of politicizing the virus.

He also said the media is in ""hysteria mode.""

Here's the video:

",0
450,"Belgian government says schools, restaurants, clubs to close due to coronavirus | Article [AMP] | Reuters https://www.reuters.com/article/us-health-corononavirus-belgium-idUSKBN20Z3PD …",2020-03-12 23:54:08,"Belgian government says schools, restaurants, clubs to close due to coronavirus | Article [AMP] | Reuters ",0
451,"The coronavirus may have closed some church buildings, but it has launched an army of Bible broadcasters!",2020-03-18 23:58:23,"The coronavirus may have closed some church buildings, but it has launched an army of Bible broadcasters!",1
452,Was just talking to a very smart friend of mine who works in entertainment — now I’m convinced Trump will drop Pence over coronavirus handling and replace him on the ticket with Nikki Haley. Classic season 2 cast shakeup / plot twist!,2020-03-11 23:57:19,Was just talking to a very smart friend of mine who works in entertainment — now I’m convinced Trump will drop Pence over coronavirus handling and replace him on the ticket with Nikki Haley. Classic season 2 cast shakeup / plot twist!,0
453,"I can't wait to see if I reap any benefits from AB5 since I now am an ""employee"" I asked if I will be covered as far as pay because my ""work"" has been cancelled because of coronavirus....
I'm not holding my breath https://twitter.com/KevinKileyCA/status/1238238389981212672 …",2020-03-12 23:58:04,"I can't wait to see if I reap any benefits from AB5 since I now am an ""employee"" I asked if I will be covered as far as pay because my ""work"" has been cancelled because of coronavirus....
I'm not holding my breath ",1
454,just saw what the coronavirus challenge is and id just like to say do yall see the skintone of these morons,2020-03-17 23:59:29,just saw what the coronavirus challenge is and id just like to say do yall see the skintone of these morons,0
455,"Man this virus is fucking people's life up physically,Mentally and Financially smh. #coronavirus",2020-03-14 23:59:00,"Man this virus is fucking people's life up physically,Mentally and Financially smh. #coronavirus",1
456,IF YOU EVER ATE MR T'S PIZZA YOU ARE IMMUME FROM CORONA VIRUS @cearls513,2020-03-15 23:56:44,IF YOU EVER ATE MR T'S PIZZA YOU ARE IMMUME FROM CORONA VIRUS ,0
457,"This may be true. But when will this corona virus panic stop? 
I ain’t waiting until everyone has stopped being scared. Imma just take some disinfectant with me and make more gains",2020-03-12 23:58:50,"This may be true. But when will this corona virus panic stop? 
I ain’t waiting until everyone has stopped being scared. Imma just take some disinfectant with me and make more gains",0
458,Shady Ass Senators Got Briefed On Coronavirus Effects — And SOLD STOCKS?!? - http://PerezHilton.com  https://perezhilton.com/senators-sold-stocks-coronavirus-insider-trading/ … via @GoogleNews,2020-03-20 23:52:51,Shady Ass Senators Got Briefed On Coronavirus Effects — And SOLD STOCKS?!? -   via ,0
459,We will soon find out if 80 proof kills.  #COVID19,2020-03-09 23:46:04,We will soon find out if 80 proof kills.  #COVID19,0
460,Will @mandsireland close anytime soon? My mother and sister works there #COVID?19 #coronavirus,2020-03-14 23:51:38,Will  close anytime soon? My mother and sister works there #COVID?19 #coronavirus,1
461,agh mugre coronavirus,2020-03-12 23:55:12,agh mugre coronavirus,0
462,Here's a good read explaining #COVID19. She is a Trauma/ICU/ER Nurse https://twitter.com/BarkerKymberli/status/1239307559665897474 …,2020-03-16 23:54:57,Here's a good read explaining #COVID19. She is a Trauma/ICU/ER Nurse ,0
463,Coronavirus really had my local Target out of toilet paper. Y'all too scared out there ,2020-03-09 23:57:12,Coronavirus really had my local Target out of toilet paper. Y'all too scared out there ,1
464,"Trump Uses Coronavirus Press Conference to Confirm He’s an Actual Sociopath

https://flip.it/tWZWt1 ",2020-03-20 23:50:39,"Trump Uses Coronavirus Press Conference to Confirm He’s an Actual Sociopath

",0
465,"Nude #Madonna, looking like shit, calls #CoronaVirus the ‘great equalizer’ in bizarre video, inspires instant mockery https://www.rt.com/usa/483795-madonna-coronavirus-equal-video/ …",2020-03-22 23:52:42,"Nude #Madonna, looking like shit, calls #CoronaVirus the ‘great equalizer’ in bizarre video, inspires instant mockery ",0
466,Please close the Canadian border to Americans. They have no idea how many coronavirus cases they presently have because they have delayed doing adequate testing. The numbers are rising quickly there. This will seriously impact Canada if nothing is done in this protective regard.,2020-03-14 23:50:19,Please close the Canadian border to Americans. They have no idea how many coronavirus cases they presently have because they have delayed doing adequate testing. The numbers are rising quickly there. This will seriously impact Canada if nothing is done in this protective regard.,0
467,A post on FB! Well I have Coronavirus. I was rushed to hospital last night and now developed a lung infection. I’m a healthy 28 year old.I can’t even lift my head up off the pillow. My whole body is in agony. People asking how I can type! There’s nothing wrong with my fingers! 1/,2020-03-15 23:55:38,A post on FB! Well I have Coronavirus. I was rushed to hospital last night and now developed a lung infection. I’m a healthy 28 year old.I can’t even lift my head up off the pillow. My whole body is in agony. People asking how I can type! There’s nothing wrong with my fingers! 1/,1
468,"This virus has truly shown how much people don't care about thier fellow man in order to protect thier interests in the form of excessive hoarding. 
In other words, when shit hits the fan, people resort to primal ways.
 #COVID19 #survival",2020-03-21 23:46:42,"This virus has truly shown how much people don't care about thier fellow man in order to protect thier interests in the form of excessive hoarding. 
In other words, when shit hits the fan, people resort to primal ways.
 #COVID19 #survival",0
469,"How the coronavirus is impacting small businesses
https://www.nbcnews.com/nightly-news/video/how-the-coronavirus-is-impacting-small-businesses-80505413988 …",2020-03-14 23:51:09,"How the coronavirus is impacting small businesses
",0
470,Idina is so adorable #coronavirus #actorsfund #rosie #Broadway,2020-03-22 23:52:16,Idina is so adorable #coronavirus #actorsfund #rosie #Broadway,0
471,To make things worse I’ve got a cough and feel a bit short of breath...  swear those are coronavirus symptoms,2020-03-10 23:49:04,To make things worse I’ve got a cough and feel a bit short of breath...  swear those are coronavirus symptoms,1
472,Sanders cancels Cleveland rally amid coronavirus concerns #Topbuzzhttp://va.topbuzz.com/s/UbmMyM ,2020-03-10 23:45:24,Sanders cancels Cleveland rally amid coronavirus concerns #Topbuzz,1
473,I would be more scared of the bubonic plague then this corona virus ,2020-03-09 23:45:44,I would be more scared of the bubonic plague then this corona virus ,0
474,if you don’t have corona virus yet then you’re not having fun,2020-03-13 23:53:27,if you don’t have corona virus yet then you’re not having fun,0
475,sleepy corrupt Joe Biden is accusing our president for coronavirus even though Joe Biden&Obama didn’t prepare the country for the future after Ebola virus spread all around our country&now blaming our president Trump who is working so hard to prepare us.,2020-03-13 23:50:01,sleepy corrupt Joe Biden is accusing our president for coronavirus even though Joe Biden&Obama didn’t prepare the country for the future after Ebola virus spread all around our country&now blaming our president Trump who is working so hard to prepare us.,1
476,Not all superheroes were capes some of us go to work in red and work late into the night making sure you can get your needs in the morning #RetailJobs #superhero #tradeunion #Covid_19 #coronavirus #Convid19ukpic.twitter.com/EA9nURqNpu,2020-03-20 23:47:59,Not all superheroes were capes some of us go to work in red and work late into the night making sure you can get your needs in the morning #RetailJobs #superhero #tradeunion #Covid_19 #coronavirus #Convid19ukpic.twitter.com/EA9nURqNpu,1
477,Y'all I can't go home.... my mom is being tested for Coronavirus. She wont know for 2-3 days.... I just wanna go home ,2020-03-13 23:44:49,Y'all I can't go home.... my mom is being tested for Coronavirus. She wont know for 2-3 days.... I just wanna go home ,1
478,I just got laid off.... corona virus,2020-03-13 23:50:39,I just got laid off.... corona virus,1
479,Coronavirus Is Bringing a National Catastrophe to U.S. Hospitals. Here’s What We Can Do to Prepare https://www.rollingstone.com/politics/political-commentary/coronavirus-is-bringing-a-national-catastrophe-to-u-s-hospitals-heres-what-we-can-do-to-prepare-967623/ … via @RollingStone,2020-03-16 23:57:33,Coronavirus Is Bringing a National Catastrophe to U.S. Hospitals. Here’s What We Can Do to Prepare  via ,0
480,"In the emptiness of space, no-one can hear you cry over a positive #covid2019 result ... and your tears would boil instantly",2020-03-16 23:54:17,"In the emptiness of space, no-one can hear you cry over a positive #covid2019 result ... and your tears would boil instantly",1
481,"(JUST IN/BREAKING): a corona virus ""HOT spot"" after SECOND DEATH & FIVE new infections: hashtags FOUR & FIVE (March 21, 2020; 6:27 HKT) #covid2019 #covid2020 #covidUSA #BROWARDCOUNTY #BROWARD",2020-03-20 23:51:52,"(JUST IN/BREAKING): a corona virus ""HOT spot"" after SECOND DEATH & FIVE new infections: hashtags FOUR & FIVE (March 21, 2020; 6:27 HKT) #covid2019 #covid2020 #covidUSA #BROWARDCOUNTY #BROWARD",1
482,ain’t no party like a coronavirus party cuz a coronavirus party don’t stoppppp,2020-03-13 23:58:02,ain’t no party like a coronavirus party cuz a coronavirus party don’t stoppppp,0
483,Baseball isn’t affected by the coronavirus. That’s America’s rule. https://twitter.com/CincyProblems/status/1237489907460976640 …,2020-03-10 23:52:02,Baseball isn’t affected by the coronavirus. That’s America’s rule. ,0
484,Is it bad that I want a coronavirus case in school so it can close down and I won’t have to go class...,2020-03-09 23:46:35,Is it bad that I want a coronavirus case in school so it can close down and I won’t have to go class...,1
485,"99% of Those Who Died From Virus Had Other Illness, Italy Says

https://www.bloomberg.com/news/articles/2020-03-18/99-of-those-who-died-from-virus-had-other-illness-italy-says …
#Coronavirus",2020-03-19 23:58:35,"99% of Those Who Died From Virus Had Other Illness, Italy Says


#Coronavirus",1
486,"This Coronavirus is likely MADE BY FKING CCP in 2018 and now testing on human! If you compare the ""Envelope protein"" in Wuhan new virus vs Zhoushan bat virus, they have 100% similarity! This human-borne Zhoushan bat virus was independently researched by the Wuhan P4 Lab!!",2020-03-19 23:53:07,"This Coronavirus is likely MADE BY FKING CCP in 2018 and now testing on human! If you compare the ""Envelope protein"" in Wuhan new virus vs Zhoushan bat virus, they have 100% similarity! This human-borne Zhoushan bat virus was independently researched by the Wuhan P4 Lab!!",0
487,Spreading coronavirus one dance at a time.,2020-03-22 23:57:27,Spreading coronavirus one dance at a time.,0
488,Republican leader puts out racist coronavirus tweet and gets demolished in the process https://www.dailykos.com/story/2020/3/10/1926155/-Republican-leader-puts-out-racist-coronavirus-tweet-and-gets-demolished-in-the-process …,2020-03-10 23:48:49,Republican leader puts out racist coronavirus tweet and gets demolished in the process ,0
489,"ICYMI: Paramount Pulls ""Blue Story"" and ""The Lovebirds"" Due to Coronavirus https://buff.ly/2TTDOcI ",2020-03-13 23:58:00,"ICYMI: Paramount Pulls ""Blue Story"" and ""The Lovebirds"" Due to Coronavirus ",0
490,Google Getting rid of Pretend Coronavirus Films From YouTube: Pichai https://ift.tt/2x0PxyG ,2020-03-17 23:53:16,Google Getting rid of Pretend Coronavirus Films From YouTube: Pichai ,0
491,Trump Demands Barr Investigate The Media’s Coronavirus Coverage - cityXtra Magazine http://cityxtramagazine.com/14/post/2020/03/trump-demands-barr-investigate-the-medias-coronavirus-coverage.html …,2020-03-09 23:46:23,Trump Demands Barr Investigate The Media’s Coronavirus Coverage - cityXtra Magazine ,0
492,"We have media personalities praising his “measured tone”, calling that a win for us all. 

The asshole who called the coronavirus a hoax just a few weeks ago, is now being praised because he read some talking points. 

No wonder we are here.",2020-03-16 23:58:54,"We have media personalities praising his “measured tone”, calling that a win for us all. 

The asshole who called the coronavirus a hoax just a few weeks ago, is now being praised because he read some talking points. 

No wonder we are here.",0
493,Heartbreaking Mikel has has been tested positive for corona virus get well soon boss,2020-03-12 23:58:45,Heartbreaking Mikel has has been tested positive for corona virus get well soon boss,0
494,ODEM helps fight Coronavirus by offering its Blockchain Education and Credentialing platform for free https://newsforforex.com/investing/odem-helps-fight-coronavirus-by-offering-its-blockchain-education-and-credentialing-platform-for-free/ …,2020-03-08 23:59:41,ODEM helps fight Coronavirus by offering its Blockchain Education and Credentialing platform for free ,0
495,Why aren't the sports events and other venues staying open and just forbidding entry to those who are at risk of harm from this strain of Coronavirus?,2020-03-12 23:56:51,Why aren't the sports events and other venues staying open and just forbidding entry to those who are at risk of harm from this strain of Coronavirus?,1
496,So I can catch coronavirus,2020-03-10 23:44:56,So I can catch coronavirus,0
497,"Tories are going to regret their decisions:-

not to fund NHS sufficiently! 

not to provide sick pay for 2 million people working on zero hour contracts, agency and self employed!

Not to introduce social distancing sooner!

It's time to act!!!!
#covid19UK
#COVID19
#coronavirus",2020-03-11 23:51:14,"Tories are going to regret their decisions:-

not to fund NHS sufficiently! 

not to provide sick pay for 2 million people working on zero hour contracts, agency and self employed!

Not to introduce social distancing sooner!

It's time to act!!!!
#covid19UK
#COVID19
#coronavirus",1
498,"Coronavirus ""Patient Zero"" at CPAC Conference Identified - New Jersey OB-GYN Doctor and Close Ally of Ted Cruz https://www.thegatewaypundit.com/2020/03/coronavirus-patient-zero-at-cpac-conference-identified-new-jersey-ob-gyn-doctor-and-close-ally-of-ted-cruz/ … via @gatewaypundit",2020-03-11 23:59:49,"Coronavirus ""Patient Zero"" at CPAC Conference Identified - New Jersey OB-GYN Doctor and Close Ally of Ted Cruz  via ",0
499,Coronavirus: Boris Johnson says UK can 'turn the tide' within 12 weeks – video http://dlvr.it/RSCb5F pic.twitter.com/w32YLrJDFf,2020-03-19 23:55:35,Coronavirus: Boris Johnson says UK can 'turn the tide' within 12 weeks – video ,0
500,"Remember the good old days before coronavirus??

#missyoubrexit",2020-03-15 23:57:00,"Remember the good old days before coronavirus??

#missyoubrexit",0
501,"Coronavirus live updates: Pelosi vows to pass coronavirus bill, New York cases jump 30% overnight - https://is.gd/QZAWAC ",2020-03-13 23:43:04,"Coronavirus live updates: Pelosi vows to pass coronavirus bill, New York cases jump 30% overnight - ",1
